PAIS;DEPARTAMENTO;MUNICIPIO;TIPO;NOMBRE
COLOMBIA;CESAR;LA GLORIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE LA GLORIA
COLOMBIA;CESAR;LA JAGUA DE IBIRICO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE ANTONIO MEJIA VARGAS
COLOMBIA;CESAR;LA PAZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MILCIADES CANTILLO COSTA
COLOMBIA;CESAR;MANAURE;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA GUILLERMO ENRIQUE OROZCO 
COLOMBIA;CESAR;PAILITAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA GABRIEL GARCIA MARQUEZ
COLOMBIA;CESAR;PELAYA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PELAYA
COLOMBIA;CESAR;PUEBLO BELLO;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA RESGUARDO ARHUACO - NABUSIMAKE
COLOMBIA;CESAR;PUEBLO BELLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MIGUEL ¡LVAREZ MEZA
COLOMBIA;CESAR;RIO DE ORO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE RIO DE ORO
COLOMBIA;CESAR;SAN ALBERTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN ALBERTO
COLOMBIA;CESAR;SAN DIEGO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN DIEGO
COLOMBIA;CESAR;SAN MARTIN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ARGEMIRA PEDROZA DE ANGARITA
COLOMBIA;CESAR;TAMALAMEQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ERNESTO GUTERREZ MEJIA
COLOMBIA;CESAR;VALLEDUPAR;ESTATAL-DEPARTAMENTAL;CORPORACION BIBLIOTECA RAFAEL CARRILLO LUQUEZ
COLOMBIA;CESAR;VALLEDUPAR;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA KANKUAKA
COLOMBIA;CHOCO;ACANDI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MIGUEL VICENTE GARRIDO
COLOMBIA;CHOCO;ACANDI;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE SAPZURRO
COLOMBIA;CHOCO;ALTO BAUDO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ALTO BAUDO
COLOMBIA;CHOCO;ATRATO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ATRATO
COLOMBIA;CHOCO;BAGADO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL   CARLOS ARTURO BORJA  MORENO
COLOMBIA;CHOCO;BAHIA SOLANO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""ISABEL ABADIA"""
COLOMBIA;CHOCO;BAJO BAUDO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LENGUAJE UNIVERSAL
COLOMBIA;CHOCO;BOJAYA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BOJAYA
COLOMBIA;CHOCO;CARMEN DEL DARIEN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL TAURINO BECERRA CORDOBA
COLOMBIA;CHOCO;CERTEGUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DANIEL PALACIOS MARTINEZ
COLOMBIA;CHOCO;CONDOTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ISAAC SANCHEZ PALAU
COLOMBIA;CHOCO;EL CANTON DEL SAN PABLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA FIDEL ARTURO HINESTROZA MURILLO
COLOMBIA;CHOCO;EL CARMEN DE ATRATO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EL CARMEN DE ATRATO
COLOMBIA;CHOCO;EL LITORAL DEL SAN JUAN;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA KHIIRJUG JUURJEM CAMINO DEL PENSAMIENTO
COLOMBIA;CHOCO;EL LITORAL DEL SAN JUAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA  DE DOCORDO
COLOMBIA;CHOCO;ISTMINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ITSMINA ABRAHAM AYALA 
COLOMBIA;CHOCO;JURADO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JAIRO GONZALEZ DE JURADO
COLOMBIA;CHOCO;LLORO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE LLOR”  ELENA TAPIA DE PAZ
COLOMBIA;CHOCO;MEDIO ATRATO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL DIEGO LUIS CORDOBA
COLOMBIA;CHOCO;MEDIO BAUDO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA ANA DE JESUS IBARGUEN
COLOMBIA;CHOCO;MEDIO SAN JUAN;ESTATAL-MUNICIPAL;BIBLIOTECA COMUNITARIA DE ANDAGOYA ISNEL ALECIO MOSQUERA
COLOMBIA;CHOCO;NOVITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FELIX VALENCIA CAMACHO
COLOMBIA;CHOCO;NUQUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE NUQUI
COLOMBIA;CHOCO;RIO IRO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE RIO IRO
COLOMBIA;CHOCO;RIO QUITO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA GERM¡N MOSQUERA ROMA—A
COLOMBIA;CHOCO;RIOSUCIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BELEN DE BAJIRA
COLOMBIA;CHOCO;RIOSUCIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE RIOSUCIO
COLOMBIA;CHOCO;SAN JOSE DEL PALMAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAN JOS… DEL PALMAR
COLOMBIA;CHOCO;SIPI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SIPI≠
COLOMBIA;CHOCO;TADO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TADO EDUARDO ANTONIO ROSERO PEREA
COLOMBIA;CHOCO;UNGUIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE UNGUIA
COLOMBIA;CHOCO;UNGUIA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BALBOA
COLOMBIA;CHOCO;UNION PANAMERICANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SANTO ECCEHOMO
COLOMBIA;CORDOBA;AYAPEL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS RAFAEL MIRANDA BUELVAS
COLOMBIA;CORDOBA;BUENAVISTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BUENAVISTA CORDOBA
COLOMBIA;CORDOBA;CANALETE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL RAICES
COLOMBIA;CORDOBA;CERETE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CERET… RAFAEL MILAN…S GARCÕA
COLOMBIA;CORDOBA;CERETE;ESTATAL-RURAL;BIBLIOTECA PUBLICA  LEOPOLDO BERDELLA DE LA ESPRIELLA
COLOMBIA;CORDOBA;CHIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL NELO ORTIZ QUINTERO
COLOMBIA;CORDOBA;CHINU;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS FELIPE PINEDA
COLOMBIA;CORDOBA;CIENAGA DE ORO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MANUEL MENDOZA 
COLOMBIA;CORDOBA;COTORRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS ELOY BENITEZ LUNA
COLOMBIA;CORDOBA;LA APARTADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JORGE LUIS COMAS LOPEZ
COLOMBIA;CORDOBA;LORICA;COMUNITARIA-RURAL;BIBLIOTECA P⁄BLICA LA DOCTRINA
COLOMBIA;CORDOBA;LORICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FRANCISCO PRADO VILLANUEVA
COLOMBIA;CORDOBA;LOS CORDOBAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LOS C”RDOBAS 
COLOMBIA;CORDOBA;MOMIL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MOMIL
COLOMBIA;CORDOBA;MONTELIBANO;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL DE MONTELIBANO CORDOBA
COLOMBIA;CORDOBA;MONTERIA;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL DAVID MARTINEZ
COLOMBIA;CORDOBA;MONTERIA;ESTATAL-DEPARTAMENTAL;BIBLIOPARQUE DAVID SANCH…Z JULIAO
COLOMBIA;CORDOBA;MO—ITOS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PEDRO REGALADO BARRIOS DIAZ
COLOMBIA;CORDOBA;MO—ITOS;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL  RAFAEL BARBOZA DE RIO CEDRO 
COLOMBIA;CORDOBA;PLANETA RICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PETRONIO RENTERIA MOSQUERA
COLOMBIA;CORDOBA;PUEBLO NUEVO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA CONCEPCION NAVARRO
COLOMBIA;CORDOBA;PUERTO ESCONDIDO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL DE PUERTO ESCONDIDO
COLOMBIA;CORDOBA;PUERTO LIBERTADOR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA REY ALFONSO CALLEJA OTERO
COLOMBIA;CORDOBA;PURISIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PEDRO CASTELLANOS
COLOMBIA;CORDOBA;SAHAGUN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS ALFONSO LYONS
COLOMBIA;CORDOBA;SAN ANDRES SOTAVENTO;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL PASCUAL OROZCO MADRID
COLOMBIA;CORDOBA;SAN ANTERO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL RAFAEL PATRON CORRALES
COLOMBIA;CORDOBA;SAN BERNARDO DEL VIENTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SIXTO MANUEL TORRES PALOMO
COLOMBIA;CORDOBA;SAN CARLOS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN CARLOS CORDOBA
COLOMBIA;CORDOBA;SAN JOSE DE URE;COMUNITARIA-CONSEJO COMUNITARIO (TCCN);BIBLIOTECA P⁄BLICA CONSEJO COMUNITARIO DE COMUNIDADES NEGRAS DE UR…
COLOMBIA;CORDOBA;SAN JOSE DE URE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JUANA VIDES
COLOMBIA;CORDOBA;SAN PELAYO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN PELAYO
COLOMBIA;CORDOBA;TIERRALTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PEDRO NEL RODRIGUES GARCES 
COLOMBIA;CORDOBA;TUCHIN;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL MANUEL FRANCISCO BANQUET VAQUERO ""EL INDIO BANQUET"""
COLOMBIA;CORDOBA;VALENCIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ORLANDO BENÕTEZ PALENCIA
COLOMBIA;CUNDINAMARCA;AGUA DE DIOS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOS… OLIMPO ALVAREZ SANCHEZ
COLOMBIA;CUNDINAMARCA;ALBAN;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""AGUSTÕN RODRÕGUEZ GARAVITO"""
COLOMBIA;CUNDINAMARCA;ANAPOIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HERNANDO SANTOS CASTILLO  DE ANAPOIMA
COLOMBIA;CUNDINAMARCA;ANOLAIMA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA LA FLORIDA CUND
COLOMBIA;CUNDINAMARCA;ANOLAIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNCIPAL ANOLAIMA
COLOMBIA;CUNDINAMARCA;APULO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL APULO
COLOMBIA;CUNDINAMARCA;ARBELAEZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ARBELAEZ
COLOMBIA;CUNDINAMARCA;ARBELAEZ;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL RURAL DE TISCINCE
COLOMBIA;CUNDINAMARCA;BELTRAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE BELTRAN
COLOMBIA;CUNDINAMARCA;BITUIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE BITUIMA
COLOMBIA;CUNDINAMARCA;BOJACA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MOXACA
COLOMBIA;CUNDINAMARCA;CABRERA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA  MUNICIPAL DE CABRERA
COLOMBIA;CUNDINAMARCA;CACHIPAY;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DE CACHIPAY
COLOMBIA;CUNDINAMARCA;CAJICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CAJICA
COLOMBIA;CUNDINAMARCA;CAJICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CAJICA  SEDE POLITECNICO
COLOMBIA;CUNDINAMARCA;CAPARRAPI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE CAPARRAPI - GUILLERMO C”RDOBA ROMERO
COLOMBIA;CUNDINAMARCA;CAQUEZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CAQUEZA
COLOMBIA;CUNDINAMARCA;CARMEN DE CARUPA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL DE CARMEN DE CARUPA ""ALMA DE LA CALLE"""
COLOMBIA;CUNDINAMARCA;CHAGUANI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CHAGUANI
COLOMBIA;CUNDINAMARCA;CHIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HOQABIGA
COLOMBIA;CUNDINAMARCA;CHIA;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL YERBABUENA 
COLOMBIA;CUNDINAMARCA;CHIPAQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE CHIPAQUE
COLOMBIA;CUNDINAMARCA;CHOACHI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE CHOACHI
COLOMBIA;CUNDINAMARCA;CHOCONTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA ANDRES ALMEIDA
COLOMBIA;CUNDINAMARCA;COGUA;ESTATAL-MUNICIPAL;BIBLIOTECA RUBIEL VALENCIA COSSIO
COLOMBIA;CUNDINAMARCA;COTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HECTOR HERNANDO GONZALEZ
COLOMBIA;CUNDINAMARCA;CUCUNUBA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS A. G”MEZ
COLOMBIA;CUNDINAMARCA;EL COLEGIO;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL HERNANDO LOPEZ RODRIGUEZ
COLOMBIA;CUNDINAMARCA;EL PE—ON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EL PE—ON
COLOMBIA;CUNDINAMARCA;EL ROSAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE EL ROSAL
COLOMBIA;CUNDINAMARCA;FACATATIVA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE FACATATIVA
COLOMBIA;CUNDINAMARCA;FACATATIVA;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL P⁄BLICA CASA DE LA CULTURA ABELARDO FORERO BENAVIDES
COLOMBIA;CUNDINAMARCA;FOMEQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PARA NI—OS EN EL MUNICIPIO DE FOMEQUE
COLOMBIA;CUNDINAMARCA;FOSCA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE FOSCA
COLOMBIA;CUNDINAMARCA;FUNZA;ESTATAL-MUNICIPAL;BIBLIOPARQUE MARQU…S DE SAN JORGE
COLOMBIA;CUNDINAMARCA;FUQUENE;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""PEPELINO"""
COLOMBIA;CUNDINAMARCA;FUSAGASUGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MANUEL MARIA AYA DIAZ
COLOMBIA;CUNDINAMARCA;GACHALA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GACHALA
COLOMBIA;CUNDINAMARCA;GACHANCIPA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE GACHANCIPA
COLOMBIA;CUNDINAMARCA;GACHETA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""ANITA DIAZ""  GACHETA"
COLOMBIA;CUNDINAMARCA;GAMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ELISEO SABOGAL
COLOMBIA;CUNDINAMARCA;GIRARDOT;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL BARRIO LA ESPERANZA
COLOMBIA;CUNDINAMARCA;GRANADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GRANADA
COLOMBIA;CUNDINAMARCA;GUACHETA;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL DE GUACHETA
COLOMBIA;CUNDINAMARCA;GUADUAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALBERTO HINCAPIE ESPINOSA- CASA DE LA CULTURA
COLOMBIA;CUNDINAMARCA;GUADUAS;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA DEL CORREGIMIENTO LA PAZ DE CALAMOIMA
COLOMBIA;CUNDINAMARCA;GUADUAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALBERTO HINCAPIE ESPINOSA VIA CERES-CHAGUANI
COLOMBIA;CUNDINAMARCA;GUADUAS;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL DE PUERTO BOGOT¡ ALBERTO HINCAPIE ESPINOSA
COLOMBIA;CUNDINAMARCA;GUASCA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE GUASCA
COLOMBIA;CUNDINAMARCA;GUATAQUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GUATAQUI
COLOMBIA;CUNDINAMARCA;GUATAVITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE GUATAVITA
COLOMBIA;CUNDINAMARCA;GUAYABAL DE SIQUIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE CELESTINO MUTIS
COLOMBIA;CUNDINAMARCA;GUAYABETAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GUAYABETAL
COLOMBIA;CUNDINAMARCA;GUTIERREZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GUTIERREZ
COLOMBIA;CUNDINAMARCA;JERUSALEN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE JERUSALEN
COLOMBIA;CUNDINAMARCA;JUNIN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE JUNIN
COLOMBIA;CUNDINAMARCA;LA CALERA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL AMADEO RODRIGUEZ
COLOMBIA;CUNDINAMARCA;LA CALERA;ESTATAL-RURAL;"BIBLIOTECA PUBLICA ""AMADEO RODRIGUEZ"" SEDE FRAILEJONAL"
COLOMBIA;CUNDINAMARCA;LA CALERA;ESTATAL-RURAL;"BIBLIOTECA PUBLICA ""AMADEO RODRIGUEZ"" MARQUEZ"
COLOMBIA;CUNDINAMARCA;LA MESA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE CELESTINO MUTIS
COLOMBIA;CUNDINAMARCA;LA PALMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE LA PALMA
COLOMBIA;CUNDINAMARCA;LA PE—A;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL Y CENTRO DE MEMORIA ORAL
COLOMBIA;CUNDINAMARCA;LA VEGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LA VEGA
COLOMBIA;CUNDINAMARCA;LA VEGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN JUAN DE LA VEGA
COLOMBIA;CUNDINAMARCA;LENGUAZAQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JULIO FLOREZ
COLOMBIA;CUNDINAMARCA;MACHETA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL  MACHETA CUNDINAMARCA
COLOMBIA;CUNDINAMARCA;MADRID;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FRANCISCO SAMPER MADRID
COLOMBIA;CUNDINAMARCA;MANTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE MANTA
COLOMBIA;CUNDINAMARCA;MEDINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MEDINA
COLOMBIA;CUNDINAMARCA;MOSQUERA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN JUAN BOSCO
COLOMBIA;CUNDINAMARCA;NARI—O;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANTONIO NARI—O
COLOMBIA;CUNDINAMARCA;NEMOCON;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA ""EL FUTURO"""
COLOMBIA;CUNDINAMARCA;NEMOCON;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""RICARDO MOROS URBINA"""
COLOMBIA;CUNDINAMARCA;NILO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""ORESTE SINDICI"""
COLOMBIA;CUNDINAMARCA;NIMAIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE NIMAIMA
COLOMBIA;CUNDINAMARCA;NIMAIMA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE NIMAIMA TOBIA
COLOMBIA;CUNDINAMARCA;NOCAIMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA HUGO EDILBERTO RAMOS QUINTERO
COLOMBIA;CUNDINAMARCA;PACHO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA INFANTIL ISABEL BUNCH
COLOMBIA;CUNDINAMARCA;PACHO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GUILLERMO RUIZ LARA
COLOMBIA;CUNDINAMARCA;PAIME;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE PAIME
COLOMBIA;CUNDINAMARCA;PANDI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PANDI
COLOMBIA;CUNDINAMARCA;PARATEBUENO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE PARATEBUENO
COLOMBIA;CUNDINAMARCA;PASCA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ADOLFO LE”N G”MEZ
COLOMBIA;CUNDINAMARCA;PUERTO SALGAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL BARRIO DIVINO NI—O
COLOMBIA;CUNDINAMARCA;PUERTO SALGAR;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""HENRY MORENO GUEVARA"""
COLOMBIA;CUNDINAMARCA;PULI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PULI
COLOMBIA;CUNDINAMARCA;QUEBRADANEGRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE QUEBRADANEGRA
COLOMBIA;CUNDINAMARCA;QUETAME;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOS… DAVID GUARÕN
COLOMBIA;CUNDINAMARCA;QUIPILE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE QUIPILE
COLOMBIA;CUNDINAMARCA;RICAURTE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE RICAURTE
