PAIS;DEPARTAMENTO;MUNICIPIO;TIPO;NOMBRE
COLOMBIA;BOYACA;SOGAMOSO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOAQUIN GONZALEZ CAMARGO
COLOMBIA;BOYACA;SOMONDOCO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""OCTAVIO ROJAS SANCHEZ"""
COLOMBIA;BOYACA;SORA;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL LICENCIADO LUIS HENRIQUEZ 
COLOMBIA;BOYACA;SORACA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN FRANCISCO  DE SORACA
COLOMBIA;BOYACA;SOTAQUIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HERACLIO FERN¡NDEZ SANDOVAL
COLOMBIA;BOYACA;SUSACON;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SUSACON
COLOMBIA;BOYACA;SUTAMARCHAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SUTAMARCHAN
COLOMBIA;BOYACA;SUTATENZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GENERAL VENANCIO RUEDA
COLOMBIA;BOYACA;TASCO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TASCO
COLOMBIA;BOYACA;TENZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GUILLERMO SALAMANCA CAMACHO
COLOMBIA;BOYACA;TIBANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE TIBANA
COLOMBIA;BOYACA;TIBASOSA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FRANCISCO MARI—O SOLER
COLOMBIA;BOYACA;TINJACA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL TULIO MANUEL CASTRO GIL
COLOMBIA;BOYACA;TIPACOQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EDUARDO CABALLERO CALDERON
COLOMBIA;BOYACA;TOCA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TOCA
COLOMBIA;BOYACA;TOGUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL TIBERIO VANEGAS PINZ”N
COLOMBIA;BOYACA;TOPAGA;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL DE TOPAGA
COLOMBIA;BOYACA;TOTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL TOTA
COLOMBIA;BOYACA;TUNJA;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL EDUARDO TORRES QUINTERO
COLOMBIA;BOYACA;TUNUNGUA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EL ARIZ¡
COLOMBIA;BOYACA;TURMEQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE TURMEQUE
COLOMBIA;BOYACA;TUTA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TUTA
COLOMBIA;BOYACA;UMBITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HERNANDO GONZ¡LEZ BAYONA
COLOMBIA;BOYACA;UMBITA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL VEREDA EL BOSQUE
COLOMBIA;BOYACA;VENTAQUEMADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VENTAQUEMADA
COLOMBIA;BOYACA;VILLA DE LEYVA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CAMILO TORRES
COLOMBIA;BOYACA;VIRACACHA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VIRACACH¡
COLOMBIA;BOYACA;ZETAQUIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL BEATRIZ QUEVEDO PATARROYO
COLOMBIA;CALDAS;AGUADAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA  JAVIER OCAMPO LOPEZ
COLOMBIA;CALDAS;ANSERMA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA ""ARTURO Y ROBERTO RESTREPO"""
COLOMBIA;CALDAS;ARANZAZU;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JUAN DE DIOS ARANZAZU
COLOMBIA;CALDAS;BELALCAZAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL
COLOMBIA;CALDAS;CHINCHINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CHINCHINA
COLOMBIA;CALDAS;CHINCHINA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA RURAL DE LA VEREDA NARANJAL
COLOMBIA;CALDAS;FILADELFIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE FILADELFIA
COLOMBIA;CALDAS;LA DORADA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE BUENAVISTA
COLOMBIA;CALDAS;LA DORADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE LA DORADA
COLOMBIA;CALDAS;LA MERCED;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA FANNY GONZALEZ TABORDA
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL AQUILINO VILLEGAS
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE GAL¡N
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE MINITAS
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE VILLAHERMOSA
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE CARIBE
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE EL NEVADO
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE EL BOSQUE
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SAT…LITE EL CARMEN
COLOMBIA;CALDAS;MANIZALES;ESTATAL-MUNICIPAL;BIBLIOTECA SAT…LITE LA ENEA
COLOMBIA;CALDAS;MANZANARES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA BERNARDO ARIAS TRUJILLO
COLOMBIA;CALDAS;MARMATO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MARMATO
COLOMBIA;CALDAS;MARQUETALIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MARQUETALIA PROSPERO RAMIREZ 
COLOMBIA;CALDAS;MARULANDA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MUNICIPIO DE MARULANDA
COLOMBIA;CALDAS;MARULANDA;ESTATAL-RURAL;BIBLIOTECA PABLO EMILIO DUQUE RESTREPO
COLOMBIA;CALDAS;NEIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOAQUIN OSPINA VALLEJO
COLOMBIA;CALDAS;NORCASIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL  NORCASIA
COLOMBIA;CALDAS;PACORA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CERVANTES
COLOMBIA;CALDAS;PALESTINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOS… HERNANDO RAMIREZ ARIAS
COLOMBIA;CALDAS;PENSILVANIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PENSILVANIA
COLOMBIA;CALDAS;RIOSUCIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL OTTO MORALES BENÕTEZ
COLOMBIA;CALDAS;RISARALDA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""CHAVERRAS"""
COLOMBIA;CALDAS;SALAMINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JAIME MEJIA MEJIA
COLOMBIA;CALDAS;SAMANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAMAN¡ CALDAS
COLOMBIA;CALDAS;SAMANA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL  DEL CORREGIMIENTO DE BERLIN
COLOMBIA;CALDAS;SAN JOSE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SAN JOS… - CALDAS
COLOMBIA;CALDAS;SUPIA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""MARÕçA EASTMAN"""
COLOMBIA;CALDAS;VICTORIA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE ISAZA
COLOMBIA;CALDAS;VICTORIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANTONIO JOSE RESTREPO
COLOMBIA;CALDAS;VILLAMARIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE VILLAMARIA
COLOMBIA;CALDAS;VITERBO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CARLOS EMILIO GRAJALES
COLOMBIA;CAQUETA;ALBANIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ALBANIA
COLOMBIA;CAQUETA;BELEN DE LOS ANDAQUIES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BELEN DE LOS ANDAQUIES
COLOMBIA;CAQUETA;CARTAGENA DEL CHAIRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DIOGENES SALDA—A RODRIGUEZ
COLOMBIA;CAQUETA;CURILLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CURILLO MARIA EDITH RIVERA BERMEO
COLOMBIA;CAQUETA;EL DONCELLO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE EL DONCELLO
COLOMBIA;CAQUETA;EL PAUJIL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL MAGOLA GONZALEZ JIMENEZ
COLOMBIA;CAQUETA;FLORENCIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE FLORENCIA
COLOMBIA;CAQUETA;FLORENCIA;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL LA GLORIA
COLOMBIA;CAQUETA;LA MONTA—ITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA BARTOLOME RASSETO PAUTASSO
COLOMBIA;CAQUETA;MILAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE MILAN
COLOMBIA;CAQUETA;MORELIA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL DE MORELIA ""UN ESPACIO PARA SO—AR"""
COLOMBIA;CAQUETA;PUERTO RICO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ARMANDO ANTONIO ZAFRA
COLOMBIA;CAQUETA;SAN JOSE DEL FRAGUA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN JOS… DEL FRAGUA
COLOMBIA;CAQUETA;SAN VICENTE DEL CAGUAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CLARA INES CAMPOS PERDOMO
COLOMBIA;CAQUETA;SOLANO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SOLANO
COLOMBIA;CAQUETA;SOLITA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA LUIS CARLOS CARO PACHECO
COLOMBIA;CAQUETA;VALPARAISO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL VALPARAISO
COLOMBIA;CASANARE;AGUAZUL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE AGUAZUL
COLOMBIA;CASANARE;CHAMEZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE CHAMEZA
COLOMBIA;CASANARE;HATO COROZAL;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL DE HATO COROZAL ""PORFIRIO SERRANO"""
COLOMBIA;CASANARE;LA SALINA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE LA SALINA
COLOMBIA;CASANARE;MANI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE MANI
COLOMBIA;CASANARE;MONTERREY;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""SALVADOR CAMACHO ROLDAN"""
COLOMBIA;CASANARE;NUNCHIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE NUNCHIA
COLOMBIA;CASANARE;OROCUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE OROCUE
COLOMBIA;CASANARE;PAZ DE ARIPORO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA NESTOR MAGIN PARADA COTINCHARA
COLOMBIA;CASANARE;PORE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PORE
COLOMBIA;CASANARE;RECETOR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DE RECETOR
COLOMBIA;CASANARE;SABANALARGA;ESTATAL-RURAL;BIBLIOTECA MUNICIPAL DE AGUA CLARA
COLOMBIA;CASANARE;SABANALARGA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""JORGE ELIESER GAITAN"""
COLOMBIA;CASANARE;SACAMA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE S¡CAMA
COLOMBIA;CASANARE;SAN LUIS DE PALENQUE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SAN LUIS DE PALENQUE
COLOMBIA;CASANARE;TAMARA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE  DE TAMARA
COLOMBIA;CASANARE;TAURAMENA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL. RAYOS DE SOL
COLOMBIA;CASANARE;TRINIDAD;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LA VORAGINE
COLOMBIA;CASANARE;VILLANUEVA;ESTATAL-MUNICIPAL;MEGA BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE VILLANUEVA
COLOMBIA;CASANARE;YOPAL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LA TRIADA
COLOMBIA;CASANARE;YOPAL;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL DE CASANARE
COLOMBIA;CASANARE;YOPAL;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO EL CHARTE
COLOMBIA;CAUCA;ALMAGUER;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA KAMATAPUKU RESGUARDO INDÕGENA YANACONA DE CAQUIONA
COLOMBIA;CAUCA;ALMAGUER;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL  MUNICIPIO ALMAGUER
COLOMBIA;CAUCA;ARGELIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ARGELIA
COLOMBIA;CAUCA;BALBOA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MAURO TORRES AGREDO
COLOMBIA;CAUCA;BOLIVAR;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA AUGUSTO RIVERA GARCES
COLOMBIA;CAUCA;BUENOS AIRES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BUENOS AIRES GABRIEL GARCÕA MARQUEZ
COLOMBIA;CAUCA;CAJIBIO;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA CASA DE LA CULTURA ""EFRAIN OROZCO"""
COLOMBIA;CAUCA;CALDONO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL 12 DE NOVIEMBRE DE 2001
COLOMBIA;CAUCA;CALDONO;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA DEL RESGUARDO DE PUEBLO NUEVO
COLOMBIA;CAUCA;CALOTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA NUEVA SEGOVIA
COLOMBIA;CAUCA;CORINTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA INFANTIL GOGIERNO DEL JAP”N CORINTO
COLOMBIA;CAUCA;CORINTO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL ANA VICTORIA DOMINGUEZ
COLOMBIA;CAUCA;EL TAMBO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL EL TAMBO
COLOMBIA;CAUCA;FLORENCIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FLORENCIA CAUCA
COLOMBIA;CAUCA;GUACHENE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE GUACHENE
COLOMBIA;CAUCA;GUAPI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HELCÕAS MART¡N GONGORA
COLOMBIA;CAUCA;INZA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA RICARDO QUINTERO NIETO
COLOMBIA;CAUCA;INZA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA LA CASA DEL PUEBLO
COLOMBIA;CAUCA;INZA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DE PEDREGAL
COLOMBIA;CAUCA;INZA;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE SAN ANDRES DE PISIMBALA
COLOMBIA;CAUCA;JAMBALO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE JAMBALO
COLOMBIA;CAUCA;LA SIERRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL RODOLFO URRUTIA
COLOMBIA;CAUCA;LA VEGA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL HERNAN MOPAN MELEMGE
COLOMBIA;CAUCA;LOPEZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL AZAEL RIASCOS URBANO
COLOMBIA;CAUCA;MERCADERES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LISANDRO V¡SQUEZ MELENDEZ
COLOMBIA;CAUCA;MIRANDA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE MIRANDA
COLOMBIA;CAUCA;MORALES;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA RESGUARDO INDÕGENA AGUA NEGRA
COLOMBIA;CAUCA;MORALES;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE MORALES
COLOMBIA;CAUCA;PADILLA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GEREMÕAS GONZALÕAS DÕAZ
COLOMBIA;CAUCA;PAEZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SEBASTIAN DE BELALCAZAR
COLOMBIA;CAUCA;PATIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL PLUTARCO ELIAS RAMIREZ 
COLOMBIA;CAUCA;PIAMONTE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PIAMONTE
COLOMBIA;CAUCA;PIENDAMO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA MUNICIPAL VEREDA LA FLORIDA
COLOMBIA;CAUCA;PIENDAMO;PRIVADA-RURAL;BIBLIOTECA FUNDACI”N CASA DE LA CULTURA JOS… MARÕA VIVAS BALC¡ZAR
COLOMBIA;CAUCA;PIENDAMO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE PIENDAM”
COLOMBIA;CAUCA;PIENDAMO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA SECCIONAL ESTACI”N DEL FERROCARRIL
COLOMBIA;CAUCA;POPAYAN;ESTATAL-MUNICIPAL;BIBLIOTECA PARQUE INFORMATICO CARLOS ALBAN
COLOMBIA;CAUCA;POPAYAN;ESTATAL-DEPARTAMENTAL;BIBLIOTECA P⁄BLICA DEPARTAMENTAL RAFAEL MAYA
COLOMBIA;CAUCA;PUERTO TEJADA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GUSTAVO GONZALEZ LERMA
COLOMBIA;CAUCA;PUERTO TEJADA;ESTATAL-MUNICIPAL;"AURA ABONIA ""LA POLA"""
COLOMBIA;CAUCA;PURACE;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA ANATOLIO QUIRA
COLOMBIA;CAUCA;PURACE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GONZALO PARRA
COLOMBIA;CAUCA;ROSAS;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ROSAS 
COLOMBIA;CAUCA;SAN SEBASTIAN;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DEL MUNICIPIO DE SAN SEBASTIAN
COLOMBIA;CAUCA;SANTA ROSA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GABRIEL GARCIA MARQUEZ
COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA CAMILO TORRES
COLOMBIA;CAUCA;SANTANDER DE QUILICHAO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JORGE ELIECER GAITAN
COLOMBIA;CAUCA;SILVIA;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA MISAK MISAK ALA KUSREI YA
COLOMBIA;CAUCA;SILVIA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL CARLOS ASAEL HURTADO
COLOMBIA;CAUCA;SILVIA;ESTATAL-RESGUARDO INDÕGENA;BIBLIOTECA P⁄BLICA DEL RESGUARDO INDIGENA DE QUICHAYA
COLOMBIA;CAUCA;SOTARA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SOTAR¡ - CAUCA
COLOMBIA;CAUCA;SUAREZ;COMUNITARIA-CONSEJO COMUNITARIO (TCCN);BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO LA TOMA
COLOMBIA;CAUCA;SUAREZ;ESTATAL-MUNICIPAL;BIBLIOTECA MUNICIPAL MARCO FIDEL SUAREZ
COLOMBIA;CAUCA;SUCRE;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE SUCRE CAUCA
COLOMBIA;CAUCA;TIMBIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA JOSE ROMULO MU—OZ RANGEL
COLOMBIA;CAUCA;TIMBIQUI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL FAIBER FLOREZ RODRIGUEZ
COLOMBIA;CAUCA;TORIBIO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TORIBIO
COLOMBIA;CAUCA;TOTORO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE TOTORO
COLOMBIA;CAUCA;VILLA RICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SIMON BOLIVAR
COLOMBIA;CESAR;AGUACHICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JUAN DE LA CRUZ ROMERO DIAZ
COLOMBIA;CESAR;AGUACHICA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA PROGRAMA NACIONAL CENTROS DE CONVIVENCIA
COLOMBIA;CESAR;AGUSTIN CODAZZI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS JOSE BARROS QUINTERO
COLOMBIA;CESAR;ASTREA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE ASTREA CARMEN WEDKIN DE FUENTE
COLOMBIA;CESAR;BECERRIL;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL DE BECERRIL
COLOMBIA;CESAR;BOSCONIA;ESTATAL-MUNICIPAL;"BIBLIOTECA P⁄BLICA MUNICIPAL ""ALICIA ARMENTA DE FORERO"""
COLOMBIA;CESAR;CHIMICHAGUA;ESTATAL-MUNICIPAL;BIBLIOTECA PUBLICA ISMAEL MEDINA LIMA 
COLOMBIA;CESAR;CHIRIGUANA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA DEL MUNICIPIO DE CHIRIGUANA RAFAEL ANTONIO LEYVA VILLEGAS
COLOMBIA;CESAR;CURUMANI;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA  CORREGIMIENTO DE SAN ROQUE
COLOMBIA;CESAR;CURUMANI;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL JOSE CONCEPCION MACHADO RUIZ
COLOMBIA;CESAR;CURUMANI;ESTATAL-RURAL;BIBLIOTECA P⁄BLICA DEL CORREGIMIENTO DE SABANAGRANDE
COLOMBIA;CESAR;EL COPEY;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL LUIS CAMILO LABORDE RESTREPO DE EL COPEY
COLOMBIA;CESAR;EL PASO;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL SERNA Y SILVA
COLOMBIA;CESAR;GAMARRA;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA GUILLERMO QUINTERO CALDERON
COLOMBIA;CESAR;GONZALEZ;ESTATAL-MUNICIPAL;BIBLIOTECA P⁄BLICA MUNICIPAL GONZALEZ 
